tss_index,chrom,gene_name,mean_coverage,std_coverage,in_blacklist,in_chrX,in_overlapping,in_high_variability,removed
2211,chr2,ATL2,1.521601667471185,0.3725229731474465,False,False,False,False,False
2212,chr2,HNRNPLL,1.5509706476659202,0.36898196131763317,False,False,False,False,False
2213,chr2,GALM,1.5618577797675004,0.4188183734271608,False,False,False,False,False
2214,chr2,SRSF7,1.3638894250784228,0.34707162281650655,False,False,False,False,False
2215,chr2,GEMIN6,1.531218826408169,0.38667848710884867,False,False,False,False,False
2216,chr2,DHX57,1.798438058877754,0.4072605543225777,False,False,True,False,True
2217,chr2,MORN2,1.8017344347525448,0.40750313627656953,False,False,True,False,True
2218,chr2,ARHGEF33,2.0793031445560572,0.537460884210077,False,False,False,False,False
2219,chr2,SOS1,1.478471400812137,0.32971752999611753,False,False,False,False,False
2220,chr2,CDKL4,2.1054931346292354,0.5072841218060877,False,False,False,False,False
2221,chr2,MAP4K3,1.9042877460007388,0.4596417756589125,False,False,False,False,False
2222,chr2,TMEM178A,2.240826942338986,0.5761062542748602,False,False,False,False,False
2223,chr2,THUMPD2,1.8444453321143508,0.44599652732372613,False,False,False,False,False
2224,chr2,SLC8A1,1.7906103525449546,0.44912513950750005,False,False,False,False,False
2225,chr2,PKDCC,1.959247493120047,0.46804421434973276,False,False,False,False,False
2226,chr2,EML4,1.8319257466460113,0.4088342261850951,False,False,False,False,False
2227,chr2,COX7A2L,1.7030220525109712,0.43629737022810006,False,False,False,False,False
2228,chr2,KCNG3,2.044884259078145,0.5041920627378186,False,False,False,False,False
2229,chr2,MTA3,1.6979500510795393,0.42465036704704007,False,False,False,False,False
2230,chr2,OXER1,2.0100167317846234,0.463786391626644,False,False,False,False,False
2231,chr2,HAAO,2.0324583070297604,0.5044390708756503,False,False,False,False,False
2232,chr2,ZFP36L2,1.1588925031607205,0.33955077458654115,False,False,False,False,False
2233,chr2,THADA,1.7804238015899772,0.43559564124634964,False,False,False,False,False
2234,chr2,PLEKHH2,2.0486144385400853,0.4804830724102309,False,False,False,False,False
2235,chr2,C1GALT1C1L,1.9589652477439732,0.4312938702955655,False,False,False,False,False
2236,chr2,DYNC2LI1,1.8203931524004038,0.44554195294406373,False,False,False,False,False
2237,chr2,ABCG5,2.1325495855746013,0.5163645265077871,False,False,True,False,True
2238,chr2,ABCG8,2.156661417170563,0.5196611935128138,False,False,True,False,True
2239,chr2,LRPPRC,1.7566881959525387,0.4561277104292856,False,False,False,False,False
2240,chr2,PPM1B,1.5425915840823956,0.3652997183700243,False,False,False,False,False
2241,chr2,SLC3A1,1.9352878893045582,0.4960916752881864,False,False,False,False,False
2242,chr2,PREPL,1.6914327342790922,0.4151659283277046,False,False,True,False,True
2243,chr2,CAMKMT,1.6672749200495234,0.4044048274386856,False,False,True,False,True
2244,chr2,SIX3,1.9971598056214352,0.5047045872993073,False,False,False,False,False
2245,chr2,SIX2,2.313592738339827,0.5714570056228568,False,False,False,False,False
2246,chr2,SRBD1,1.7164228938294905,0.4202900410760983,False,False,False,False,False
2247,chr2,PRKCE,1.8277130463572446,0.4795550526467609,True,False,False,False,True
2248,chr2,EPAS1,1.7665873182464422,0.40812217724195676,False,False,False,False,False
2249,chr2,TMEM247,2.3907451139806897,0.5502375192438411,False,False,False,False,False
2250,chr2,RHOQ,1.5138279953323333,0.4043828068874299,False,False,True,False,True
2251,chr2,ATP6V1E2,1.5183519014151032,0.4049355095684605,False,False,True,False,True
2252,chr2,PIGF,1.7092997214658556,0.40916579993942626,False,False,True,False,True
2253,chr2,CRIPT,1.7004260956332884,0.4020707032980427,False,False,True,False,True
2254,chr2,SOCS5,1.8356869506113065,0.4992291373585561,False,False,False,False,False
2255,chr2,MCFD2,1.8413870887010515,0.4018867543636899,False,False,False,False,False
2256,chr2,TTC7A,1.6702854488900138,0.4112661271338903,False,False,False,False,False
2257,chr2,STPG4,1.91898271711893,0.48397526363530863,False,False,False,False,False
2258,chr2,CALM2,1.497707560271562,0.39695127185962314,False,False,False,False,False
2259,chr2,EPCAM,1.7554093110188005,0.43020031543174303,False,False,False,False,False
2260,chr2,MSH2,1.6945490517095445,0.41149403960185454,False,False,False,False,False
2261,chr2,KCNK12,2.3302065764453133,0.5324978851589817,False,False,False,False,False
2262,chr2,MSH6,1.3703686624111422,0.3597775924392765,False,False,False,False,False
2263,chr2,FBXO11,1.5005181660329705,0.40921150958650554,False,False,False,False,False
2264,chr2,FOXN2,1.577406409034622,0.41393475193171714,False,False,False,False,False
2265,chr2,PPP1R21,1.7449053524459994,0.4183170700678544,False,False,False,False,False
2266,chr2,STON1,1.8195194922504374,0.44770523609181156,False,False,False,False,False
2267,chr2,STON1-GTF2A1L,2.052776769765758,0.5344821936545663,False,False,False,False,False
2268,chr2,GTF2A1L,1.9452014991686817,0.4931756006955944,False,False,False,False,False
2269,chr2,LHCGR,2.20430963533285,0.5603739304449167,False,False,False,False,False
2270,chr2,FSHR,2.2253110570832457,0.4958061199960378,False,False,False,False,False
2271,chr2,NRXN1,2.0757125987951452,0.5252369094381558,False,False,False,False,False
2272,chr2,CHAC2,1.8710709679068158,0.47017418363290153,False,False,False,False,False
2273,chr2,ASB3,1.6804844559208565,0.4159735824149118,False,False,True,False,True
2274,chr2,ERLEC1,1.68297079958826,0.414041759248087,False,False,True,False,True
2275,chr2,GPR75,1.9328425986962203,0.5049565563076656,False,False,False,False,False
2276,chr2,PSME4,1.4857820471230485,0.366954357691256,False,False,False,False,False
2277,chr2,ACYP2,1.7343163277907998,0.43108767292028166,False,False,False,False,False
2278,chr2,TSPYL6,2.26357787813647,0.5576214239643758,False,False,False,False,False
2279,chr2,C2orf73,2.031246827529363,0.4969037274593997,False,False,False,False,False
2280,chr2,SPTBN1,1.9835162614333979,0.4788799655857076,False,False,False,False,False
2281,chr2,EML6,1.9923239491809062,0.5058933604744199,False,False,False,False,False
2282,chr2,RTN4,1.4518092719764304,0.37167105035033277,False,False,False,False,False
2283,chr2,CLHC1,1.6271177532251797,0.42818504910123933,False,False,True,False,True
2284,chr2,RPS27A,1.605270618227411,0.4152349187623445,False,False,True,False,True
2285,chr2,MTIF2,1.5247534528192852,0.36296997524910374,False,False,False,False,False
2286,chr2,CCDC88A,1.8589666567477252,0.4983584298436425,False,False,False,False,False
2287,chr2,CFAP36,1.5847251289939814,0.41800734982472926,False,False,False,False,False
2288,chr2,PPP4R3B,1.5470748294562633,0.3874766736663475,False,False,False,False,False
2289,chr2,PNPT1,1.7895117424210252,0.40306280545784323,False,False,False,False,False
2290,chr2,EFEMP1,2.300386970111991,0.5806309747701565,False,False,False,False,False
2291,chr2,CCDC85A,2.0624665650806167,0.5323160727515327,False,False,False,False,False
2292,chr2,VRK2,1.7959047895334386,0.4830463499337694,False,False,False,False,False
2293,chr2,FANCL,1.9100447171695234,0.4765657709594965,False,False,False,False,False
2294,chr2,BCL11A,1.260664397197496,0.32735149248219186,False,False,False,False,False
2295,chr2,PAPOLG,1.6062236700154886,0.42786717649874073,False,False,False,False,False
2296,chr2,REL,1.4676891279727873,0.3868726662875637,False,False,False,False,False
2297,chr2,PEX13,1.6842903665125706,0.43788770047046444,False,False,True,False,True
2298,chr2,PUS10,1.6976004977508032,0.4429867824038813,False,False,True,False,True
2299,chr2,SANBR,1.752884609868709,0.4340040348451941,False,False,False,False,False
2300,chr2,C2orf74,2.042121874547314,0.4814948179679309,False,False,False,False,False
2301,chr2,USP34,1.2927358921319572,0.2813449464122344,False,False,False,False,False
2302,chr2,XPO1,1.489483023128188,0.4629103926413341,False,False,False,False,False
2303,chr2,FAM161A,1.7141425923700588,0.4328908210084948,False,False,False,False,False
2304,chr2,CCT4,1.4711248706626017,0.3604489503802121,False,False,False,False,False
2305,chr2,COMMD1,1.6652729543686202,0.36307228262406294,False,False,False,False,False
2306,chr2,B3GNT2,1.5948671259879774,0.4211799328069862,False,False,False,False,False
2307,chr2,TMEM17,1.8626131425161547,0.43744741842829915,False,False,False,False,False
2308,chr2,EHBP1,1.7676689568030495,0.4093207809588068,False,False,False,False,False
2309,chr2,OTX1,1.9296528525698566,0.5133561259695546,False,False,False,False,False
2310,chr2,WDPCP,1.6956010234951429,0.35818281812666575,False,False,True,False,True
2311,chr2,MDH1,1.7073648801162995,0.35709015646190173,False,False,True,False,True
2312,chr2,UGP2,1.6903156956733103,0.42381938843597355,False,False,False,False,False
2313,chr2,VPS54,1.604946850240366,0.45228472513235884,False,False,False,False,False
2314,chr2,PELI1,1.7303005530532787,0.4270877210604619,False,False,False,False,False
2315,chr2,LGALSL,1.8531378520992154,0.44732236407058057,False,False,False,False,False
2316,chr2,AFTPH,1.5517454101855044,0.3823456164717383,False,False,False,False,False
2317,chr2,SERTAD2,1.5695400447887358,0.40539124006272315,False,False,False,False,False
2318,chr2,SLC1A4,1.910866789324585,0.4379277117913792,False,False,False,False,False
2319,chr2,CEP68,1.8283608775048035,0.4499183006757692,False,False,False,False,False
2320,chr2,RAB1A,1.3194368164702526,0.3217389107239675,False,False,False,False,False
2321,chr2,ACTR2,1.4060667898296957,0.38517363826792905,False,False,False,False,False
2322,chr2,SPRED2,1.7709013334499695,0.43078293656601113,False,False,False,False,False
2323,chr2,MEIS1,1.4891377044013312,0.37738077820806654,False,False,False,False,False
2324,chr2,ETAA1,1.8682373692573326,0.4786156287643019,False,False,False,False,False
2325,chr2,C1D,2.051670808722221,0.5318009923659466,False,False,False,False,False
2326,chr2,DNAAF10,1.5168399969996578,0.3731184355196971,False,False,True,False,True
2327,chr2,PNO1,1.521049662598925,0.3654168643038605,False,False,True,False,True
2328,chr2,PPP3R1,1.4502556222521057,0.35872803080230325,False,False,False,False,False
2329,chr2,CNRIP1,1.9660272648351276,0.515212768997759,False,False,False,False,False
2330,chr2,PLEK,1.431445527395647,0.33058986791403594,False,False,False,False,False
2331,chr2,FBXO48,1.721996218685847,0.4275480309112793,False,False,True,False,True
2332,chr2,APLF,1.7345089775518974,0.4312962890998937,False,False,True,False,True
2333,chr2,PROKR1,2.325789092905331,0.5693696908645507,False,False,False,False,False
2334,chr2,ARHGAP25,1.7314300757264973,0.4802960862760456,False,False,False,False,False
2335,chr2,BMP10,2.25671005687751,0.5695776465017619,False,False,False,False,False
2336,chr2,GKN2,2.1397800078397653,0.49822614075122623,False,False,False,False,False
2337,chr2,GKN1,2.2653170489442487,0.5495416010555502,False,False,False,False,False
2338,chr2,ANTXR1,2.2438270038341126,0.5900555225029679,False,False,False,False,False
2339,chr2,GFPT1,1.6596111664331097,0.4295172535690594,False,False,False,False,False
2340,chr2,NFU1,1.7512775072311246,0.483630395706849,False,False,False,False,False
2341,chr2,AAK1,1.7124453950697138,0.4074755794901992,False,False,False,False,False
2342,chr2,ANXA4,1.7124955959114567,0.41404656627540914,False,False,False,False,False
2343,chr2,GMCL1,1.7489118553176974,0.4095115668615938,False,False,False,False,False
2344,chr2,SNRNP27,1.6760319628708515,0.42884695687289304,False,False,False,False,False
2345,chr2,MXD1,1.2525423337852313,0.36185265139133105,False,False,False,False,False
2346,chr2,ASPRV1,1.9680483054040656,0.45671296667885813,False,False,False,False,False
2347,chr2,PCBP1,1.2148076339352172,0.33566012903340936,False,False,False,False,False
2348,chr2,C2orf42,1.2365238843853985,0.316191733099066,False,False,False,False,False
2349,chr2,TIA1,1.4220669074898369,0.3575402349004259,False,False,False,False,False
2350,chr2,PCYOX1,1.579007194559121,0.41316789271512466,False,False,False,False,False
2351,chr2,SNRPG,1.4835992925822865,0.3987318016565553,False,False,False,False,False
2352,chr2,FAM136A,1.5682152167789618,0.4014686642775498,False,False,False,False,False
2353,chr2,TGFA,1.949447051541409,0.5550528246030813,False,False,False,False,False
2354,chr2,ADD2,2.1259950894373953,0.566451980363664,False,False,False,False,False
2355,chr2,FIGLA,2.216937381348322,0.5390118590471411,False,False,False,False,False
2356,chr2,CLEC4F,2.2718818192846446,0.5639802065833002,False,False,False,False,False
2357,chr2,CD207,2.3376077418481107,0.5668346890362291,False,False,False,False,False
2358,chr2,VAX2,2.336047267771858,0.5969809766794795,False,False,False,False,False
2359,chr2,ATP6V1B1,2.3734054447152912,0.5890034617479586,False,False,False,False,False
2360,chr2,ANKRD53,2.072851024970385,0.4725144575303703,False,False,False,False,False
2361,chr2,TEX261,1.7658504997972246,0.4240972384423924,False,False,False,False,False
2362,chr2,NAGK,1.4595819884065335,0.3560517191371005,False,False,False,False,False
2363,chr2,MCEE,1.6524783780132408,0.40283898126571765,False,False,True,False,True
2364,chr2,MPHOSPH10,1.6511477339898593,0.40724249338691587,False,False,True,False,True
2365,chr2,PAIP2B,1.8225241758078914,0.4579312412436103,False,False,False,False,False
2366,chr2,ZNF638,1.7752880052127238,0.4783883085608572,False,False,False,False,False
2367,chr2,DYSF,2.1357189277077158,0.4940625736574568,False,False,False,False,False
2368,chr2,CYP26B1,1.8573375995956605,0.507130449283069,False,False,False,False,False
2369,chr2,EXOC6B,2.161510208499271,0.5539169739212457,False,False,False,False,False
2370,chr2,SPR,2.0797803121693184,0.5259311344750557,False,False,False,False,False
2371,chr2,EMX1,2.106739304856688,0.5246874021974156,False,False,False,False,False
2372,chr2,SFXN5,1.7550666763069884,0.4018337161587636,False,False,False,False,False
2373,chr2,RAB11FIP5,1.9749485690666584,0.436320203062805,False,False,False,False,False
2374,chr2,NOTO,1.90489249444869,0.5238124777660919,False,False,False,False,False
2375,chr2,SMYD5,1.9124840696215322,0.4763288886901303,False,False,False,False,False
2376,chr2,PRADC1,1.7236661980308379,0.4131630879485666,False,False,True,False,True
2377,chr2,CCT7,1.7133426493738846,0.39646210094450324,False,False,True,False,True
2378,chr2,FBXO41,2.2530224948757445,0.5473959826673085,False,False,False,False,False
2379,chr2,EGR4,2.1847829946258375,0.5458382231075606,False,False,False,False,False
2380,chr2,ALMS1,1.8724947127666303,0.42005963751538705,False,False,False,False,False
2381,chr2,NAT8,2.129914585429382,0.4944035284220303,False,False,False,False,False
2382,chr2,NAT8B,1.8850828113118767,0.47004141192827387,False,False,False,False,False
2383,chr2,TPRKB,1.7090455741415949,0.41940172297891,False,False,False,False,False
2384,chr2,DUSP11,1.4328773623971793,0.3468862454911911,False,False,True,False,True
2385,chr2,C2orf78,0.9421103123899022,0.26252440786785697,False,False,True,False,True
2386,chr2,STAMBP,1.5556421263023752,0.3904069548552249,False,False,False,False,False
2387,chr2,ACTG2,2.11961354138906,0.5593635241853836,False,False,False,False,False
2388,chr2,DGUOK,1.6763333887595617,0.41346650209326885,False,False,False,False,False
2389,chr2,TET3,1.7248858497757558,0.46539770565770566,False,False,False,False,False
2390,chr2,BOLA3,1.7005194857380221,0.4362873496676306,False,False,False,False,False
2391,chr2,MOB1A,1.1841939408854363,0.30679479732502624,False,False,False,False,False
2392,chr2,MTHFD2,1.537949842581201,0.39300479520381815,False,False,False,False,False
2393,chr2,SLC4A5,2.1202366859551995,0.5106997699049848,False,False,False,False,False
2394,chr2,DCTN1,2.0862570067944732,0.48058493398424085,False,False,False,False,False
2395,chr2,C2orf81,1.790414422828458,0.45762052211580856,False,False,True,False,True
2396,chr2,WDR54,1.7992925819465828,0.45893616866547177,False,False,True,False,True
2397,chr2,RTKN,1.887369094744697,0.4755185400119881,False,False,False,False,False
2398,chr2,INO80B,1.2797985278457766,0.3261977720029152,False,False,True,False,True
2399,chr2,INO80B-WBP1,1.279790069389673,0.3262399737771761,False,False,True,False,True
2400,chr2,WBP1,1.3576468064844545,0.33601087731832735,False,False,True,False,True
2401,chr2,MOGS,1.3322078279105527,0.34641108331993037,False,False,False,False,False
2402,chr2,MRPL53,1.2675535839133336,0.3616511570882526,False,False,False,False,False
2403,chr2,CCDC142,1.4537678831912826,0.36272135845240766,False,False,True,False,True
2404,chr2,TTC31,1.4590665682188957,0.3633409330648636,False,False,True,False,True
2405,chr2,LBX2,1.8909015105276168,0.4653679998265834,False,False,False,False,False
2406,chr2,PCGF1,1.5784622856836177,0.40577337902804794,False,False,False,False,False
2407,chr2,TLX2,1.9271736678494804,0.4542392118121568,False,False,False,False,False
2408,chr2,DQX1,1.788692493083277,0.47807782711738744,False,False,True,False,True
2409,chr2,AUP1,1.7177894903791775,0.46926150871477573,False,False,True,False,True
2410,chr2,HTRA2,1.7148069162492998,0.47205876586899587,False,False,True,False,True
2411,chr2,LOXL3,1.733035503585234,0.46873239416071505,False,False,True,False,True
2412,chr2,DOK1,1.736510473143181,0.46139260354696293,False,False,True,False,True
2413,chr2,M1AP,1.9676751327352455,0.46047565798169854,False,False,False,False,False
2414,chr2,SEMA4F,2.0889495918364407,0.4979612977753358,False,False,False,False,False
2415,chr2,HK2,1.7095702629846636,0.4155839021458208,False,False,False,False,False
2416,chr2,POLE4,1.891165641806604,0.4747590865773162,False,False,False,False,False
2417,chr2,TACR1,2.349106947641583,0.52434865694499,False,False,False,False,False
2418,chr2,EVA1A,2.2329157570428406,0.5386590930475286,False,False,False,False,False
2419,chr2,MRPL19,1.911290697786138,0.4716539224388881,False,False,False,False,False
2420,chr2,GCFC2,1.89266146115922,0.4511555572514191,False,False,False,False,False
2421,chr2,LRRTM4,2.059210997662128,0.5178456510724647,False,False,False,False,False
2422,chr2,REG3G,2.3170879503926622,0.6024527923556126,False,False,False,False,False
2423,chr2,REG1B,2.232884848044663,0.504997998027064,False,False,False,False,False
2424,chr2,REG1A,2.150793198210433,0.5495746554926344,False,False,False,False,False
2425,chr2,REG3A,2.4031787002788,0.5746102754470456,False,False,False,False,False
2426,chr2,CTNNA2,2.060547077453788,0.46359788642293387,False,False,False,False,False
2427,chr2,LRRTM1,2.0370189072501335,0.5459906621615641,False,False,False,False,False
2428,chr2,SUCLG1,1.8719692505355308,0.45516827180784136,False,False,False,False,False
2429,chr2,DNAH6,2.1838104954526747,0.5206591878374519,False,False,False,False,False
2430,chr2,TRABD2A,2.010437287979589,0.5121872557542477,False,False,False,False,False
2431,chr2,TMSB10,1.640659644029844,0.394044391629128,False,False,False,False,False
2432,chr2,KCMF1,1.381017947051765,0.36415721838896065,False,False,False,False,False
2433,chr2,TCF7L1,1.9355483270728087,0.5193392790995344,False,False,False,False,False
2434,chr2,TGOLN2,1.4229329546169474,0.3428248909884848,False,False,False,False,False
2435,chr2,RETSAT,1.6653702463456859,0.4427056667185566,False,False,True,False,True
2436,chr2,ELMOD3,1.660719167101057,0.4423827452152605,False,False,True,False,True
2437,chr2,CAPG,1.5425925168565322,0.37808751809757696,False,False,False,False,False
2438,chr2,SH2D6,1.5979268866867233,0.3706903525685789,False,False,False,False,False
2439,chr2,MAT2A,1.607421500745597,0.40075228764002924,False,False,False,False,False
2440,chr2,GGCX,1.4734838379654256,0.39451174158361285,False,False,False,False,False
2441,chr2,VAMP8,1.4378109016470801,0.3134555037300246,False,False,False,False,False
2442,chr2,VAMP5,1.541132912026607,0.34576765039437046,False,False,False,False,False
2443,chr2,RNF181,1.62694074448371,0.40383750361410575,False,False,False,False,False
2444,chr2,TMEM150A,1.7108631315009393,0.4272602169290208,False,False,False,False,False
2445,chr2,C2orf68,1.2743691899079788,0.3009926100972593,False,False,True,False,True
2446,chr2,USP39,1.2479985415307413,0.30560205956715647,False,False,True,False,True
2447,chr2,SFTPB,1.858853415404814,0.44468538162414867,False,False,False,False,False
2448,chr2,GNLY,1.9157210044857536,0.44955054333219513,False,False,False,False,False
2449,chr2,ATOH8,2.1239570491248028,0.5452920622082144,False,False,False,False,False
2450,chr2,ST3GAL5,1.833828920565341,0.44948249201407603,False,False,False,False,False
2451,chr2,POLR1A,1.8347659753479062,0.4266726715657217,False,False,True,False,True
2452,chr2,PTCD3,1.8460114916485992,0.4196950326366487,False,False,True,False,True
2453,chr2,IMMT,1.3706607953842713,0.3395950560809199,False,False,True,False,True
2454,chr2,MRPL35,1.443283931973668,0.36565580876661985,False,False,True,False,True
2455,chr2,REEP1,2.138550566746108,0.5046974915465482,False,False,False,False,False
2456,chr2,KDM3A,1.5872602489104586,0.3594606629438615,False,False,False,False,False
2457,chr2,CHMP3,1.764899433297769,0.45743283453679784,False,False,False,False,False
2458,chr2,RNF103,1.4718060408937974,0.346884943396528,False,False,False,False,False
2459,chr2,RMND5A,0.4118923381470875,0.1270881073911647,False,False,True,False,True
2460,chr2,RNF103-CHMP3,0.37991042360809013,0.12987730752986607,False,False,True,False,True
2461,chr2,CD8A,2.0932108597562196,0.5397266019841537,False,False,False,False,False
2462,chr2,CD8B,1.2964913907787912,0.3687713257318993,False,False,False,False,False
2463,chr2,RGPD1,0.6906684688152075,0.25393671997653344,True,False,False,False,True
2464,chr2,PLGLB1,0.29968892952186094,0.12158249996525468,True,False,False,False,True
2465,chr2,PLGLB2,0.24403835898549686,0.09140290259101762,True,False,False,False,True
2466,chr2,RGPD2,0.517770493738797,0.12999795670209405,True,False,False,False,True
2467,chr2,KRCC1,1.7674222818810905,0.48442222934250745,True,False,False,False,True
2468,chr2,SMYD1,1.810658863974949,0.513323957239542,True,False,False,False,True
2469,chr2,FABP1,2.453748572915858,0.5804737556889953,True,False,False,False,True
2470,chr2,THNSL2,2.160562044006621,0.5339625687265563,True,False,False,False,True
2471,chr2,FOXI3,1.8711311018708734,0.485437354905829,True,False,False,False,True
2472,chr2,SPMIP9,2.212958878387144,0.55671136112229,True,False,False,False,True
2473,chr2,EIF2AK3,1.7508369674932533,0.3911220372067753,True,False,False,False,True
2474,chr2,RPIA,1.7873179864093376,0.4305879072959106,True,False,False,False,True
2475,chr2,AQP7B,1.5116125523698707,0.3969827809288759,True,False,False,False,True
2476,chr2,TEKT4,2.3434360379536203,0.5510696007313921,True,False,False,False,True
2477,chr2,MAL,2.1956054131347975,0.5255192311705583,True,False,False,False,True
2478,chr2,MRPS5,1.8288186172795473,0.4482064243639075,True,False,False,False,True
2479,chr2,ZNF514,1.803907649950832,0.4772193493119151,True,False,False,False,True
2480,chr2,ZNF2,1.6540253568457581,0.3924098215953705,True,False,False,False,True
2481,chr2,ZNF892,1.8744396278590814,0.370372290571492,True,False,False,False,True
2482,chr2,PROM2,2.3286528266616835,0.5573107689584087,True,False,False,False,True
2483,chr2,KCNIP3,2.349530641463185,0.5820525237824762,True,False,False,False,True
2484,chr2,FAHD2A,1.758215604343845,0.4696125673358065,True,False,False,False,True
2485,chr2,TRIM43B,0.9422990819886913,0.25334684124660706,True,False,False,False,True
2486,chr2,TRIM43,1.0420762806160562,0.27187932293926553,True,False,False,False,True
2487,chr2,ANKRD36C,1.4794085788639812,0.3504244472392628,True,False,False,False,True
2488,chr2,GPAT2,0.0684669486666975,0.0350877620276555,True,False,False,False,True
2489,chr2,ADRA2B,2.218130227615995,0.5867198894169984,True,False,False,False,True
2490,chr2,ASTL,2.103624436021693,0.5267870189486178,True,False,False,False,True
2491,chr2,DUSP2,1.7780232656892137,0.5071279125999015,True,False,False,False,True
2492,chr2,STARD7,1.6511584966173287,0.45528264232124904,True,False,False,False,True
2493,chr2,TMEM127,1.4805856297551636,0.3778872155724998,True,False,True,False,True
2494,chr2,CIAO1,1.4782535988816718,0.38095922567095014,True,False,True,False,True
2495,chr2,SNRNP200,1.5616020409877749,0.3682025419434381,True,False,False,False,True
2496,chr2,ITPRIPL1,1.7128667951382524,0.38550548716049315,True,False,False,False,True
2497,chr2,NCAPH,1.6605801613165936,0.38017583898976104,True,False,False,False,True
2498,chr2,NEURL3,1.955229539896103,0.5027985497153976,True,False,False,False,True
2499,chr2,ARID5A,1.5651268515508592,0.39593122867031416,True,False,False,False,True
2500,chr2,KANSL3,1.5422157162446317,0.43534060024051585,True,False,True,False,True
2501,chr2,FER1L5,1.7214960512589788,0.4378716196293727,True,False,True,False,True
2502,chr2,LMAN2L,1.669738660856097,0.41252053380218173,True,False,False,False,True
2503,chr2,CNNM4,1.5896987155600557,0.3841363095268193,True,False,False,False,True
2504,chr2,CNNM3,1.713811365319129,0.44490818949110644,True,False,False,False,True
2505,chr2,ANKRD23,1.7946114915714795,0.4345880826717403,True,False,False,False,True
2506,chr2,ANKRD39,1.7335031581758304,0.41311130716431343,True,False,False,False,True
2507,chr2,SEMA4C,1.927415769096281,0.4869179738665403,True,False,False,False,True
2508,chr2,FAM178B,1.9514498253969175,0.5009474077449328,True,False,False,False,True
2509,chr2,FAHD2B,1.6452939672919407,0.45103793395299224,True,False,False,False,True
2510,chr2,ANKRD36,1.2649470495260646,0.3316533079100502,True,False,False,False,True
2511,chr2,ANKRD36B,1.2291954426062444,0.3272604929535415,True,False,False,False,True
2512,chr2,COX5B,1.6273473195207213,0.40421158726958484,True,False,False,False,True
2513,chr2,ACTR1B,1.5763247896173065,0.3796574377040822,True,False,False,False,True
2514,chr2,C2orf92,1.5820235780971794,0.4116947404918822,True,False,False,False,True
2515,chr2,ZAP70,2.1096981880784176,0.5593474963185406,True,False,False,False,True
2516,chr2,TMEM131,1.8748622427975177,0.4709838978247365,True,False,False,False,True
2517,chr2,VWA3B,1.8769991527765704,0.48267709336123843,True,False,False,False,True
2518,chr2,CNGA3,2.281842118324497,0.6135223508896014,True,False,False,False,True
2519,chr2,INPP4A,1.6922793757157082,0.4440080041074124,True,False,False,False,True
2520,chr2,COA5,1.8232530596734777,0.43576313916274767,True,False,True,False,True
2521,chr2,UNC50,1.82370479076073,0.43800077958884237,True,False,True,False,True
2522,chr2,MGAT4A,1.6703652216092182,0.45097142357401,True,False,False,False,True
2523,chr2,CRACDL,2.166989292098731,0.5024858053257755,True,False,False,False,True
2524,chr2,C2orf15,1.6608668889613913,0.41632268535107536,True,False,False,False,True
2525,chr2,TSGA10,1.8001139878541255,0.4427274099936788,True,False,True,False,True
2526,chr2,LIPT1,1.8015365481991499,0.44333426329435727,True,False,True,False,True
2527,chr2,MITD1,1.6854100545696258,0.4247033945142819,True,False,True,False,True
2528,chr2,MRPL30,1.6845988890281527,0.4241230147099824,True,False,True,False,True
2529,chr2,LYG2,2.0798584212419953,0.5147859612533349,True,False,False,False,True
2530,chr2,LYG1,1.8654658507699329,0.4494945410035428,True,False,False,False,True
2531,chr2,TXNDC9,1.4518472665355724,0.32093146798837746,True,False,True,False,True
2532,chr2,EIF5B,1.497938903775656,0.32870174657005363,True,False,True,False,True
2533,chr2,REV1,1.5876247278200684,0.44840938839491884,True,False,False,False,True
2534,chr2,AFF3,2.2799135265030808,0.5787940027518114,True,False,False,False,True
2535,chr2,LONRF2,2.246220019233656,0.5370807369121131,True,False,False,False,True
2536,chr2,CHST10,2.1577533899897414,0.5054019970512194,True,False,False,False,True
2537,chr2,NMS,2.2430909588841335,0.5535822849755556,True,False,False,False,True
2538,chr2,PDCL3,1.6134254078295895,0.39003842331957506,True,False,False,False,True
2539,chr2,NPAS2,2.0597565438108587,0.5301007852849406,True,False,False,False,True
2540,chr2,RPL31,1.8456565474999784,0.4486209315928177,True,False,False,False,True
2541,chr2,TBC1D8,1.8180001380263093,0.4431652249499395,True,False,False,False,True
2542,chr2,CNOT11,1.4446461833575035,0.3724902700616086,True,False,False,False,True
2543,chr2,RNF149,1.4429135068070271,0.34851200314856656,True,False,False,False,True
2544,chr2,CREG2,1.988309172119872,0.4995122167084502,True,False,False,False,True
2545,chr2,RFX8,2.1410326520020377,0.5340193859463053,True,False,False,False,True
2546,chr2,MAP4K4,1.795641628972512,0.4517964982314742,True,False,False,False,True
2547,chr2,IL1R2,2.0796977329761535,0.5678727908040191,True,False,False,False,True
2548,chr2,IL1R1,2.2198474627381435,0.5479834751055597,True,False,False,False,True
2549,chr2,IL1RL2,2.0452688378504003,0.5696412514380477,True,False,False,False,True
2550,chr2,IL1RL1,1.9997270399616516,0.4779511845462716,True,False,False,False,True
2551,chr2,IL18R1,1.8227831312533198,0.49772204233928613,True,False,False,False,True
2552,chr2,IL18RAP,1.953537353264801,0.4985002281087764,True,False,False,False,True
